"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","EVAP","MNPN","MXPN","PRCP","TAVG","TMAX","TMIN","TOBS"
"US1TXEP0017","EL PASO 3.3 NNE, TX US","31.895909","-106.422171","1195.1","2007-09-21",,,,"0.00",,,,
"US1TXEP0017","EL PASO 3.3 NNE, TX US","31.895909","-106.422171","1195.1","2007-09-22",,,,"0.00",,,,
"US1TXEP0017","EL PASO 3.3 NNE, TX US","31.895909","-106.422171","1195.1","2007-09-23",,,,"0.06",,,,
"US1TXEP0017","EL PASO 3.3 NNE, TX US","31.895909","-106.422171","1195.1","2007-09-24",,,,"0.36",,,,
"US1TXEP0017","EL PASO 3.3 NNE, TX US","31.895909","-106.422171","1195.1","2007-09-25",,,,"0.00",,,,
"US1TXEP0017","EL PASO 3.3 NNE, TX US","31.895909","-106.422171","1195.1","2007-09-26",,,,"0.00",,,,
"US1TXEP0017","EL PASO 3.3 NNE, TX US","31.895909","-106.422171","1195.1","2007-09-27",,,,"0.00",,,,
"US1TXEP0017","EL PASO 3.3 NNE, TX US","31.895909","-106.422171","1195.1","2007-09-28",,,,"0.00",,,,
"US1TXEP0017","EL PASO 3.3 NNE, TX US","31.895909","-106.422171","1195.1","2007-09-29",,,,"0.06",,,,
"US1TXEP0017","EL PASO 3.3 NNE, TX US","31.895909","-106.422171","1195.1","2007-09-30",,,,"0.00",,,,
"US1TXEP0017","EL PASO 3.3 NNE, TX US","31.895909","-106.422171","1195.1","2007-10-01",,,,"0.00",,,,
"US1TXEP0017","EL PASO 3.3 NNE, TX US","31.895909","-106.422171","1195.1","2007-10-02",,,,"0.03",,,,
"US1TXEP0017","EL PASO 3.3 NNE, TX US","31.895909","-106.422171","1195.1","2007-10-03",,,,"0.00",,,,
"US1TXEP0017","EL PASO 3.3 NNE, TX US","31.895909","-106.422171","1195.1","2007-10-04",,,,"0.00",,,,
"US1TXEP0017","EL PASO 3.3 NNE, TX US","31.895909","-106.422171","1195.1","2007-10-05",,,,"0.02",,,,
"US1TXEP0017","EL PASO 3.3 NNE, TX US","31.895909","-106.422171","1195.1","2007-10-06",,,,"0.00",,,,
"US1TXEP0017","EL PASO 3.3 NNE, TX US","31.895909","-106.422171","1195.1","2007-10-07",,,,"0.00",,,,
"US1TXEP0017","EL PASO 3.3 NNE, TX US","31.895909","-106.422171","1195.1","2007-10-08",,,,"0.00",,,,
"US1TXEP0017","EL PASO 3.3 NNE, TX US","31.895909","-106.422171","1195.1","2007-10-09",,,,"0.00",,,,
"US1TXEP0017","EL PASO 3.3 NNE, TX US","31.895909","-106.422171","1195.1","2007-10-10",,,,"0.00",,,,
"US1TXEP0017","EL PASO 3.3 NNE, TX US","31.895909","-106.422171","1195.1","2007-10-11",,,,"0.00",,,,
"US1TXEP0017","EL PASO 3.3 NNE, TX US","31.895909","-106.422171","1195.1","2007-10-12",,,,"0.00",,,,
"US1TXEP0017","EL PASO 3.3 NNE, TX US","31.895909","-106.422171","1195.1","2007-10-13",,,,"0.00",,,,
"US1TXEP0017","EL PASO 3.3 NNE, TX US","31.895909","-106.422171","1195.1","2007-10-14",,,,"0.00",,,,
"US1TXEP0017","EL PASO 3.3 NNE, TX US","31.895909","-106.422171","1195.1","2007-10-15",,,,"0.00",,,,
"US1TXEP0017","EL PASO 3.3 NNE, TX US","31.895909","-106.422171","1195.1","2007-10-16",,,,"0.00",,,,
"US1TXEP0017","EL PASO 3.3 NNE, TX US","31.895909","-106.422171","1195.1","2007-10-17",,,,"0.00",,,,
"US1TXEP0017","EL PASO 3.3 NNE, TX US","31.895909","-106.422171","1195.1","2007-10-18",,,,"0.00",,,,
"US1TXEP0017","EL PASO 3.3 NNE, TX US","31.895909","-106.422171","1195.1","2007-10-19",,,,"0.00",,,,
"US1TXEP0017","EL PASO 3.3 NNE, TX US","31.895909","-106.422171","1195.1","2007-10-20",,,,"0.00",,,,
"US1TXEP0017","EL PASO 3.3 NNE, TX US","31.895909","-106.422171","1195.1","2007-10-21",,,,"0.00",,,,
"US1TXEP0017","EL PASO 3.3 NNE, TX US","31.895909","-106.422171","1195.1","2007-10-22",,,,"0.00",,,,
"US1TXEP0017","EL PASO 3.3 NNE, TX US","31.895909","-106.422171","1195.1","2007-10-23",,,,"0.00",,,,
"US1TXEP0017","EL PASO 3.3 NNE, TX US","31.895909","-106.422171","1195.1","2007-10-24",,,,"0.00",,,,
"US1TXEP0017","EL PASO 3.3 NNE, TX US","31.895909","-106.422171","1195.1","2007-10-25",,,,"0.00",,,,
"US1TXEP0017","EL PASO 3.3 NNE, TX US","31.895909","-106.422171","1195.1","2007-10-26",,,,"0.00",,,,
"US1TXEP0017","EL PASO 3.3 NNE, TX US","31.895909","-106.422171","1195.1","2007-10-27",,,,"0.00",,,,
"US1TXEP0017","EL PASO 3.3 NNE, TX US","31.895909","-106.422171","1195.1","2007-10-28",,,,"0.00",,,,
"US1TXEP0017","EL PASO 3.3 NNE, TX US","31.895909","-106.422171","1195.1","2007-10-29",,,,"0.00",,,,
"US1TXEP0017","EL PASO 3.3 NNE, TX US","31.895909","-106.422171","1195.1","2007-10-30",,,,"0.00",,,,
"US1TXEP0017","EL PASO 3.3 NNE, TX US","31.895909","-106.422171","1195.1","2007-10-31",,,,"0.00",,,,
"US1TXEP0017","EL PASO 3.3 NNE, TX US","31.895909","-106.422171","1195.1","2007-11-01",,,,"0.00",,,,
"US1TXEP0017","EL PASO 3.3 NNE, TX US","31.895909","-106.422171","1195.1","2007-11-02",,,,"0.00",,,,
"US1TXEP0017","EL PASO 3.3 NNE, TX US","31.895909","-106.422171","1195.1","2007-11-03",,,,"0.00",,,,
"US1TXEP0017","EL PASO 3.3 NNE, TX US","31.895909","-106.422171","1195.1","2007-11-04",,,,"0.00",,,,
"US1TXEP0017","EL PASO 3.3 NNE, TX US","31.895909","-106.422171","1195.1","2007-11-05",,,,"0.00",,,,
"US1TXEP0017","EL PASO 3.3 NNE, TX US","31.895909","-106.422171","1195.1","2007-11-06",,,,"0.00",,,,
"US1TXEP0017","EL PASO 3.3 NNE, TX US","31.895909","-106.422171","1195.1","2007-11-07",,,,"0.00",,,,
"US1TXEP0017","EL PASO 3.3 NNE, TX US","31.895909","-106.422171","1195.1","2007-11-08",,,,"0.00",,,,
"US1TXEP0017","EL PASO 3.3 NNE, TX US","31.895909","-106.422171","1195.1","2007-11-09",,,,"0.00",,,,
"US1TXEP0017","EL PASO 3.3 NNE, TX US","31.895909","-106.422171","1195.1","2007-11-10",,,,"0.00",,,,
"US1TXEP0017","EL PASO 3.3 NNE, TX US","31.895909","-106.422171","1195.1","2007-11-11",,,,"0.00",,,,
"US1TXEP0017","EL PASO 3.3 NNE, TX US","31.895909","-106.422171","1195.1","2007-11-12",,,,"0.00",,,,
"US1TXEP0017","EL PASO 3.3 NNE, TX US","31.895909","-106.422171","1195.1","2007-11-13",,,,"0.00",,,,
"US1TXEP0017","EL PASO 3.3 NNE, TX US","31.895909","-106.422171","1195.1","2007-11-14",,,,"0.00",,,,
"US1TXEP0017","EL PASO 3.3 NNE, TX US","31.895909","-106.422171","1195.1","2007-11-15",,,,"0.00",,,,
"US1TXEP0017","EL PASO 3.3 NNE, TX US","31.895909","-106.422171","1195.1","2007-11-16",,,,"0.00",,,,
"US1TXEP0017","EL PASO 3.3 NNE, TX US","31.895909","-106.422171","1195.1","2007-11-17",,,,"0.11",,,,
"US1TXEP0017","EL PASO 3.3 NNE, TX US","31.895909","-106.422171","1195.1","2007-11-18",,,,"0.00",,,,
"US1TXEP0017","EL PASO 3.3 NNE, TX US","31.895909","-106.422171","1195.1","2007-11-19",,,,"0.00",,,,
"US1TXEP0017","EL PASO 3.3 NNE, TX US","31.895909","-106.422171","1195.1","2007-11-20",,,,"0.00",,,,
"US1TXEP0017","EL PASO 3.3 NNE, TX US","31.895909","-106.422171","1195.1","2007-11-21",,,,"0.00",,,,
"US1TXEP0017","EL PASO 3.3 NNE, TX US","31.895909","-106.422171","1195.1","2007-11-22",,,,"0.00",,,,
"US1TXEP0017","EL PASO 3.3 NNE, TX US","31.895909","-106.422171","1195.1","2007-11-23",,,,"0.12",,,,
"US1TXEP0017","EL PASO 3.3 NNE, TX US","31.895909","-106.422171","1195.1","2007-11-24",,,,"0.55",,,,
"US1TXEP0017","EL PASO 3.3 NNE, TX US","31.895909","-106.422171","1195.1","2007-11-25",,,,"0.49",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-08-15",,,,"0.00",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-08-16",,,,"0.02",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-08-17",,,,"7.52",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-08-18",,,,"0.10",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-08-19",,,,"0.00",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-08-20",,,,"0.00",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-08-21",,,,"0.00",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-08-22",,,,"0.02",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-08-23",,,,"0.00",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-08-24",,,,"0.18",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-08-25",,,,"0.00",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-08-26",,,,"0.00",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-08-27",,,,"0.00",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-08-28",,,,"0.00",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-08-29",,,,"0.00",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-08-30",,,,"0.00",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-08-31",,,,"0.00",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-09-01",,,,"0.22",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-09-02",,,,"0.00",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-09-04",,,,,,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-09-05",,,,"1.69",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-09-06",,,,"0.00",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-09-07",,,,"0.00",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-09-08",,,,"0.00",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-09-09",,,,"0.00",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-09-10",,,,"0.00",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-09-11",,,,"0.06",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-09-12",,,,"1.48",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-09-13",,,,"0.00",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-09-14",,,,"0.00",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-09-15",,,,"0.00",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-09-16",,,,"0.00",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-09-17",,,,"0.00",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-09-18",,,,"0.01",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-09-19",,,,"0.01",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-09-20",,,,"0.00",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-09-21",,,,"0.00",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-09-22",,,,"0.00",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-09-23",,,,"0.00",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-09-24",,,,"0.00",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-09-25",,,,"0.00",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-09-26",,,,"0.00",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-09-27",,,,"0.00",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-09-28",,,,"0.00",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-09-29",,,,"0.00",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-09-30",,,,"0.00",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-10-01",,,,"0.00",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-10-02",,,,"0.00",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-10-03",,,,"0.00",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-10-04",,,,"0.00",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-10-10",,,,,,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-10-11",,,,"0.11",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-10-12",,,,"0.00",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-10-13",,,,"0.00",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-10-14",,,,"0.00",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-10-15",,,,"0.00",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-10-16",,,,"0.00",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-10-17",,,,"0.00",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-10-18",,,,"0.00",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-10-19",,,,"0.00",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-10-20",,,,"0.00",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-10-21",,,,"0.00",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-10-22",,,,"0.00",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-10-23",,,,"0.00",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-10-24",,,,"0.00",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-10-25",,,,"0.00",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-10-26",,,,"0.00",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-10-27",,,,"0.00",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-10-28",,,,"0.00",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-10-29",,,,"0.00",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-10-30",,,,"0.00",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-10-31",,,,"0.00",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-11-01",,,,"0.00",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-11-02",,,,"0.00",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-11-03",,,,"0.00",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-11-04",,,,"0.00",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-11-05",,,,"0.00",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-11-06",,,,"0.00",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-11-07",,,,"0.00",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-11-08",,,,"0.00",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-11-09",,,,"0.00",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-11-10",,,,"0.00",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-11-11",,,,"0.00",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-11-12",,,,"0.00",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-11-13",,,,"0.00",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-11-14",,,,"0.00",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-11-15",,,,"0.00",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-11-16",,,,"0.00",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-11-17",,,,"0.02",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-11-18",,,,"0.02",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-11-19",,,,"0.01",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-11-20",,,,"0.00",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-11-21",,,,"0.00",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-11-22",,,,"0.00",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-11-23",,,,"0.00",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-11-24",,,,"0.12",,,,
"US1TXMDN002","CASTROVILLE 7.0 NNE, TX US","29.434984","-98.814658","313.0","2007-11-25",,,,"0.23",,,,
"US1TXMDN003","HONDO 8.7 E, TX US","29.356372","-99.0171451","312.1","2007-08-15",,,,"0.00",,,,
"US1TXMDN003","HONDO 8.7 E, TX US","29.356372","-99.0171451","312.1","2007-08-16",,,,"0.19",,,,
"US1TXMDN003","HONDO 8.7 E, TX US","29.356372","-99.0171451","312.1","2007-08-17",,,,"7.33",,,,
"US1TXMDN003","HONDO 8.7 E, TX US","29.356372","-99.0171451","312.1","2007-08-18",,,,"0.00",,,,
"US1TXMDN003","HONDO 8.7 E, TX US","29.356372","-99.0171451","312.1","2007-08-19",,,,"0.00",,,,
"US1TXMDN003","HONDO 8.7 E, TX US","29.356372","-99.0171451","312.1","2007-08-20",,,,"0.00",,,,
"US1TXMDN003","HONDO 8.7 E, TX US","29.356372","-99.0171451","312.1","2007-08-21",,,,"0.00",,,,
"US1TXMDN003","HONDO 8.7 E, TX US","29.356372","-99.0171451","312.1","2007-08-22",,,,"0.39",,,,
"US1TXMDN003","HONDO 8.7 E, TX US","29.356372","-99.0171451","312.1","2007-08-23",,,,"0.03",,,,
"US1TXMDN003","HONDO 8.7 E, TX US","29.356372","-99.0171451","312.1","2007-08-24",,,,"0.02",,,,
"US1TXMDN003","HONDO 8.7 E, TX US","29.356372","-99.0171451","312.1","2007-08-25",,,,"0.00",,,,
"US1TXMDN003","HONDO 8.7 E, TX US","29.356372","-99.0171451","312.1","2007-08-26",,,,"0.00",,,,
"US1TXMDN003","HONDO 8.7 E, TX US","29.356372","-99.0171451","312.1","2007-08-27",,,,"0.00",,,,
"US1TXMDN003","HONDO 8.7 E, TX US","29.356372","-99.0171451","312.1","2007-08-28",,,,"0.00",,,,
"US1TXMDN003","HONDO 8.7 E, TX US","29.356372","-99.0171451","312.1","2007-08-29",,,,"0.00",,,,
"US1TXMDN003","HONDO 8.7 E, TX US","29.356372","-99.0171451","312.1","2007-08-30",,,,"0.00",,,,
"US1TXMDN003","HONDO 8.7 E, TX US","29.356372","-99.0171451","312.1","2007-08-31",,,,"0.19",,,,
"US1TXMDN003","HONDO 8.7 E, TX US","29.356372","-99.0171451","312.1","2007-09-01",,,,"1.36",,,,
"US1TXMDN003","HONDO 8.7 E, TX US","29.356372","-99.0171451","312.1","2007-09-02",,,,"0.98",,,,
"US1TXMDN003","HONDO 8.7 E, TX US","29.356372","-99.0171451","312.1","2007-09-03",,,,"0.03",,,,
"US1TXMDN003","HONDO 8.7 E, TX US","29.356372","-99.0171451","312.1","2007-09-04",,,,"0.54",,,,
"US1TXMDN003","HONDO 8.7 E, TX US","29.356372","-99.0171451","312.1","2007-09-05",,,,"0.35",,,,
"US1TXMDN003","HONDO 8.7 E, TX US","29.356372","-99.0171451","312.1","2007-09-06",,,,"0.00",,,,
"US1TXMDN003","HONDO 8.7 E, TX US","29.356372","-99.0171451","312.1","2007-09-07",,,,"0.00",,,,
"US1TXMDN003","HONDO 8.7 E, TX US","29.356372","-99.0171451","312.1","2007-09-08",,,,"0.00",,,,
"US1TXMDN003","HONDO 8.7 E, TX US","29.356372","-99.0171451","312.1","2007-09-09",,,,"0.00",,,,
"US1TXMDN003","HONDO 8.7 E, TX US","29.356372","-99.0171451","312.1","2007-09-10",,,,"0.00",,,,
"US1TXMDN003","HONDO 8.7 E, TX US","29.356372","-99.0171451","312.1","2007-09-11",,,,"0.02",,,,
"US1TXMDN003","HONDO 8.7 E, TX US","29.356372","-99.0171451","312.1","2007-09-12",,,,"1.39",,,,
"US1TXMDN003","HONDO 8.7 E, TX US","29.356372","-99.0171451","312.1","2007-09-13",,,,"0.00",,,,
"US1TXMDN003","HONDO 8.7 E, TX US","29.356372","-99.0171451","312.1","2007-09-14",,,,"0.00",,,,
"US1TXMDN003","HONDO 8.7 E, TX US","29.356372","-99.0171451","312.1","2007-09-15",,,,"0.00",,,,
"US1TXMDN003","HONDO 8.7 E, TX US","29.356372","-99.0171451","312.1","2007-09-17",,,,,,,,
"US1TXMDN003","HONDO 8.7 E, TX US","29.356372","-99.0171451","312.1","2007-09-18",,,,"0.00",,,,
"US1TXMDN003","HONDO 8.7 E, TX US","29.356372","-99.0171451","312.1","2007-09-19",,,,"0.00",,,,
"US1TXMDN003","HONDO 8.7 E, TX US","29.356372","-99.0171451","312.1","2007-09-20",,,,"0.01",,,,
"US1TXMDN003","HONDO 8.7 E, TX US","29.356372","-99.0171451","312.1","2007-09-21",,,,"0.00",,,,
"US1TXMDN003","HONDO 8.7 E, TX US","29.356372","-99.0171451","312.1","2007-09-23",,,,,,,,
"US1TXMDN003","HONDO 8.7 E, TX US","29.356372","-99.0171451","312.1","2007-09-26",,,,"0.00",,,,
"US1TXMDN003","HONDO 8.7 E, TX US","29.356372","-99.0171451","312.1","2007-09-27",,,,"0.00",,,,
"US1TXMDN003","HONDO 8.7 E, TX US","29.356372","-99.0171451","312.1","2007-09-28",,,,"0.00",,,,
"US1TXMDN003","HONDO 8.7 E, TX US","29.356372","-99.0171451","312.1","2007-09-29",,,,"0.00",,,,
"US1TXMDN003","HONDO 8.7 E, TX US","29.356372","-99.0171451","312.1","2007-09-30",,,,"0.03",,,,
"US1TXMDN003","HONDO 8.7 E, TX US","29.356372","-99.0171451","312.1","2007-10-01",,,,"0.06",,,,
"US1TXMDN003","HONDO 8.7 E, TX US","29.356372","-99.0171451","312.1","2007-10-02",,,,"0.05",,,,
"US1TXMDN003","HONDO 8.7 E, TX US","29.356372","-99.0171451","312.1","2007-10-04",,,,,,,,
"US1TXMDN003","HONDO 8.7 E, TX US","29.356372","-99.0171451","312.1","2007-10-05",,,,"0.00",,,,
"US1TXMDN003","HONDO 8.7 E, TX US","29.356372","-99.0171451","312.1","2007-10-06",,,,"0.00",,,,
"US1TXMDN003","HONDO 8.7 E, TX US","29.356372","-99.0171451","312.1","2007-10-07",,,,"0.00",,,,
"US1TXMDN003","HONDO 8.7 E, TX US","29.356372","-99.0171451","312.1","2007-10-08",,,,"0.00",,,,
"US1TXMDN003","HONDO 8.7 E, TX US","29.356372","-99.0171451","312.1","2007-10-09",,,,"0.05",,,,
"US1TXMDN003","HONDO 8.7 E, TX US","29.356372","-99.0171451","312.1","2007-10-10",,,,"0.00",,,,
"US1TXMDN003","HONDO 8.7 E, TX US","29.356372","-99.0171451","312.1","2007-10-11",,,,"0.00",,,,
"US1TXMDN003","HONDO 8.7 E, TX US","29.356372","-99.0171451","312.1","2007-10-12",,,,"0.00",,,,
"US1TXMDN003","HONDO 8.7 E, TX US","29.356372","-99.0171451","312.1","2007-10-13",,,,"0.00",,,,
"US1TXMDN003","HONDO 8.7 E, TX US","29.356372","-99.0171451","312.1","2007-10-14",,,,"0.00",,,,
"US1TXMDN003","HONDO 8.7 E, TX US","29.356372","-99.0171451","312.1","2007-10-15",,,,"0.00",,,,
"US1TXMDN003","HONDO 8.7 E, TX US","29.356372","-99.0171451","312.1","2007-10-16",,,,"0.06",,,,
