"STATION","NAME","DATE","DAEV","DAPR","EVAP","MDEV","MDPR","MNPN","MXPN","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS"
"USC00089176","VENICE, FL US","2007-09-22",,,,,,,,"0.11","0.0","0.0",,"85","74","74"
"USC00089176","VENICE, FL US","2007-09-23",,,,,,,,"1.84","0.0","0.0",,"89","72","74"
"USC00089176","VENICE, FL US","2007-09-24",,,,,,,,"0.09","0.0","0.0",,"87","73","74"
"USC00089176","VENICE, FL US","2007-09-25",,,,,,,,"0.11","0.0","0.0",,"91","72","75"
"USC00089176","VENICE, FL US","2007-09-26",,,,,,,,"0.10","0.0","0.0",,"88","71","73"
"USC00089176","VENICE, FL US","2007-09-27",,,,,,,,"0.00","0.0","0.0",,"86","70","77"
"USC00089176","VENICE, FL US","2007-09-28",,,,,,,,"0.00","0.0","0.0",,"89","72","78"
"USC00089176","VENICE, FL US","2007-09-29",,,,,,,,"0.00","0.0","0.0",,"90","73","75"
"USC00089176","VENICE, FL US","2007-09-30",,,,,,,,"0.00","0.0","0.0",,"87","71","71"
"USC00089176","VENICE, FL US","2007-10-01",,,,,,,,"0.10","0.0","0.0",,"87","69","73"
"USC00089176","VENICE, FL US","2007-10-02",,,,,,,,"0.12","0.0","0.0",,"87","73","74"
"USC00089176","VENICE, FL US","2007-10-03",,,,,,,,"0.00","0.0","0.0",,"89","73","79"
"USC00089176","VENICE, FL US","2007-10-04",,,,,,,,"0.10","0.0","0.0",,"90","74","78"
"USC00089176","VENICE, FL US","2007-10-05",,,,,,,,"0.14","0.0","0.0",,"90","75","78"
"USC00089176","VENICE, FL US","2007-10-06",,,,,,,,"0.04","0.0","0.0",,"92","76","77"
"USC00089176","VENICE, FL US","2007-10-07",,,,,,,,"0.07","0.0","0.0",,"90","74","77"
"USC00089176","VENICE, FL US","2007-10-08",,,,,,,,"0.00","0.0","0.0",,"89","75","75"
"USC00089176","VENICE, FL US","2007-10-09",,,,,,,,"0.00","0.0","0.0",,"90","72","76"
"USC00089176","VENICE, FL US","2007-10-10",,,,,,,,"0.00","0.0","0.0",,"88","71","77"
"USC00089176","VENICE, FL US","2007-10-11",,,,,,,,"0.00","0.0","0.0",,"88","70","75"
"USC00089176","VENICE, FL US","2007-10-12",,,,,,,,"0.00","0.0","0.0",,"87","69","74"
"USC00089176","VENICE, FL US","2007-10-13",,,,,,,,"0.00","0.0","0.0",,"88","69","72"
"USC00089176","VENICE, FL US","2007-10-14",,,,,,,,"0.00","0.0","0.0",,"87","67","69"
"USC00089176","VENICE, FL US","2007-10-15",,,,,,,,"0.00","0.0","0.0",,"88","66","73"
"USC00089176","VENICE, FL US","2007-10-16",,,,,,,,"0.00","0.0","0.0",,"91","67","76"
"USC00089176","VENICE, FL US","2007-10-17",,,,,,,,"0.00","0.0","0.0",,"89","71","77"
"USC00089176","VENICE, FL US","2007-10-18",,,,,,,,"0.00","0.0","0.0",,"87","74","76"
"USC00089176","VENICE, FL US","2007-10-19",,,,,,,,"0.19","0.0","0.0",,"88","73","74"
"USC00089176","VENICE, FL US","2007-10-20",,,,,,,,"0.98","0.0","0.0",,"78","73","74"
"USC00089176","VENICE, FL US","2007-10-21",,,,,,,,"0.21","0.0","0.0",,"87","72","75"
"USC00089176","VENICE, FL US","2007-10-22",,,,,,,,"0.10","0.0","0.0",,"90","74","77"
"USC00089176","VENICE, FL US","2007-10-23",,,,,,,,"0.00","0.0","0.0",,"87","72","78"
"USC00089176","VENICE, FL US","2007-10-24",,,,,,,,"1.20","0.0","0.0",,"78","68","68"
"USC00089176","VENICE, FL US","2007-10-25",,,,,,,,"0.01","0.0","0.0",,"75","66","68"
"USC00089176","VENICE, FL US","2007-10-26",,,,,,,,"0.31","0.0","0.0",,"83","64","73"
"USC00089176","VENICE, FL US","2007-10-27",,,,,,,,"0.00","0.0","0.0",,"79","71","72"
"USC00089176","VENICE, FL US","2007-10-28",,,,,,,,"0.00","0.0","0.0",,"86","71","71"
"USC00089176","VENICE, FL US","2007-10-29",,,,,,,,"0.02","0.0","0.0",,"84","70","73"
"USC00089176","VENICE, FL US","2007-10-30",,,,,,,,"0.32","0.0","0.0",,"81","71","72"
"USC00089176","VENICE, FL US","2007-10-31",,,,,,,,"0.00","0.0","0.0",,"84","71","73"
"USC00089176","VENICE, FL US","2007-11-01",,,,,,,,"0.00","0.0","0.0",,"84","71","72"
"USC00089176","VENICE, FL US","2007-11-02",,,,,,,,"0.00","0.0","0.0",,"82","65","65"
"USC00089176","VENICE, FL US","2007-11-03",,,,,,,,"0.00","0.0","0.0",,"76","60","60"
"USC00089176","VENICE, FL US","2007-11-04",,,,,,,,"0.00","0.0","0.0",,"77","54","57"
"USC00089176","VENICE, FL US","2007-11-05",,,,,,,,"0.00","0.0","0.0",,"77","50","57"
"USC00089176","VENICE, FL US","2007-11-06",,,,,,,,"0.00","0.0","0.0",,"78","55","57"
"USC00089176","VENICE, FL US","2007-11-07",,,,,,,,"0.00","0.0","0.0",,"72","54","54"
"USC00089176","VENICE, FL US","2007-11-08",,,,,,,,"0.00","0.0","0.0",,"72","48","55"
"USC00089176","VENICE, FL US","2007-11-09",,,,,,,,"0.00","0.0","0.0",,"72","48","53"
"USC00089176","VENICE, FL US","2007-11-10",,,,,,,,"0.00","0.0","0.0",,"76","47","57"
"USC00089176","VENICE, FL US","2007-11-11",,,,,,,,"0.00","0.0","0.0",,"78","52","60"
"USC00089176","VENICE, FL US","2007-11-12",,,,,,,,"0.00","0.0","0.0",,"81","57","69"
"USC00089176","VENICE, FL US","2007-11-13",,,,,,,,"0.00","0.0","0.0",,"80","60","64"
"USC00089176","VENICE, FL US","2007-11-14",,,,,,,,"0.00","0.0","0.0",,"82","61","63"
"USC00089176","VENICE, FL US","2007-11-15",,,,,,,,"0.02","0.0","0.0",,"78","59","59"
"USC00089176","VENICE, FL US","2007-11-16",,,,,,,,"0.00","0.0","0.0",,"64","45","46"
"USC00089176","VENICE, FL US","2007-11-17",,,,,,,,"0.00","0.0","0.0",,"75","44","58"
"USC00089176","VENICE, FL US","2007-11-18",,,,,,,,"0.00","0.0","0.0",,"80","54","62"
"USC00089176","VENICE, FL US","2007-11-19",,,,,,,,"0.00","0.0","0.0",,"80","60","61"
"USC00089176","VENICE, FL US","2007-11-20",,,,,,,,"0.00","0.0","0.0",,"83","58","64"
"USC00089176","VENICE, FL US","2007-11-21",,,,,,,,"0.00","0.0","0.0",,"82","58","64"
"USC00089176","VENICE, FL US","2007-11-22",,,,,,,,"0.00","0.0","0.0",,"80","62","70"
"USC00089176","VENICE, FL US","2007-11-23",,,,,,,,"0.00","0.0","0.0",,"79","60","60"
"USC00089176","VENICE, FL US","2007-11-24",,,,,,,,"0.00","0.0","0.0",,"81","55","67"
"USC00089176","VENICE, FL US","2007-11-25",,,,,,,,"0.00","0.0","0.0",,"82","63","69"
"US1FLHB0042","PLANT CITY 1.9 S, FL US","2007-10-06",,,,,,,,"1.79","0.0",,,,,
"US1FLHB0042","PLANT CITY 1.9 S, FL US","2007-10-07",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0042","PLANT CITY 1.9 S, FL US","2007-10-08",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0042","PLANT CITY 1.9 S, FL US","2007-10-09",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0042","PLANT CITY 1.9 S, FL US","2007-10-10",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0042","PLANT CITY 1.9 S, FL US","2007-10-11",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0042","PLANT CITY 1.9 S, FL US","2007-10-12",,,,,,,,"0.01","0.0",,,,,
"US1FLHB0042","PLANT CITY 1.9 S, FL US","2007-10-13",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0042","PLANT CITY 1.9 S, FL US","2007-10-14",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0042","PLANT CITY 1.9 S, FL US","2007-10-15",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0042","PLANT CITY 1.9 S, FL US","2007-10-16",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0042","PLANT CITY 1.9 S, FL US","2007-10-17",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0042","PLANT CITY 1.9 S, FL US","2007-10-18",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0042","PLANT CITY 1.9 S, FL US","2007-10-19",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0042","PLANT CITY 1.9 S, FL US","2007-10-20",,,,,,,,"1.69","0.0",,,,,
"US1FLHB0042","PLANT CITY 1.9 S, FL US","2007-10-21",,,,,,,,"0.04","0.0",,,,,
"US1FLHB0042","PLANT CITY 1.9 S, FL US","2007-10-22",,,,,,,,"0.17","0.0",,,,,
"US1FLHB0042","PLANT CITY 1.9 S, FL US","2007-10-23",,,,,,,,"0.01","0.0",,,,,
"US1FLHB0042","PLANT CITY 1.9 S, FL US","2007-10-24",,,,,,,,"0.32","0.0",,,,,
"US1FLHB0042","PLANT CITY 1.9 S, FL US","2007-10-25",,,,,,,,"0.36","0.0",,,,,
"US1FLHB0042","PLANT CITY 1.9 S, FL US","2007-10-26",,,,,,,,"0.11","0.0",,,,,
"US1FLHB0042","PLANT CITY 1.9 S, FL US","2007-10-27",,,,,,,,"0.03","0.0",,,,,
"US1FLHB0042","PLANT CITY 1.9 S, FL US","2007-10-28",,,,,,,,"0.02","0.0",,,,,
"US1FLHB0042","PLANT CITY 1.9 S, FL US","2007-10-29",,,,,,,,"0.19","0.0",,,,,
"US1FLHB0042","PLANT CITY 1.9 S, FL US","2007-10-30",,,,,,,,"0.21","0.0",,,,,
"US1FLHB0042","PLANT CITY 1.9 S, FL US","2007-10-31",,,,,,,,"0.06","0.0",,,,,
"US1FLHB0042","PLANT CITY 1.9 S, FL US","2007-11-01",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0042","PLANT CITY 1.9 S, FL US","2007-11-02",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0042","PLANT CITY 1.9 S, FL US","2007-11-03",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0042","PLANT CITY 1.9 S, FL US","2007-11-04",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0042","PLANT CITY 1.9 S, FL US","2007-11-05",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0042","PLANT CITY 1.9 S, FL US","2007-11-06",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0042","PLANT CITY 1.9 S, FL US","2007-11-07",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0042","PLANT CITY 1.9 S, FL US","2007-11-08",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0042","PLANT CITY 1.9 S, FL US","2007-11-09",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0042","PLANT CITY 1.9 S, FL US","2007-11-10",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0042","PLANT CITY 1.9 S, FL US","2007-11-11",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0042","PLANT CITY 1.9 S, FL US","2007-11-12",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0042","PLANT CITY 1.9 S, FL US","2007-11-13",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0042","PLANT CITY 1.9 S, FL US","2007-11-14",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0042","PLANT CITY 1.9 S, FL US","2007-11-15",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0042","PLANT CITY 1.9 S, FL US","2007-11-16",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0042","PLANT CITY 1.9 S, FL US","2007-11-17",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0042","PLANT CITY 1.9 S, FL US","2007-11-18",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0042","PLANT CITY 1.9 S, FL US","2007-11-19",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0042","PLANT CITY 1.9 S, FL US","2007-11-20",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0042","PLANT CITY 1.9 S, FL US","2007-11-21",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0042","PLANT CITY 1.9 S, FL US","2007-11-22",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0042","PLANT CITY 1.9 S, FL US","2007-11-23",,,,,,,,"0.01","0.0",,,,,
"US1FLHB0042","PLANT CITY 1.9 S, FL US","2007-11-24",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0042","PLANT CITY 1.9 S, FL US","2007-11-25",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0041","RUSKIN 2.0 S, FL US","2007-11-25",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0044","RUSKIN 1.8 ESE, FL US","2007-10-01",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0044","RUSKIN 1.8 ESE, FL US","2007-10-02",,,,,,,,"0.03","0.0",,,,,
"US1FLHB0044","RUSKIN 1.8 ESE, FL US","2007-10-03",,,,,,,,"2.34","0.0",,,,,
"US1FLHB0044","RUSKIN 1.8 ESE, FL US","2007-10-04",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0044","RUSKIN 1.8 ESE, FL US","2007-10-05",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0044","RUSKIN 1.8 ESE, FL US","2007-10-06",,,,,,,,"3.47","0.0",,,,,
"US1FLHB0044","RUSKIN 1.8 ESE, FL US","2007-10-07",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0044","RUSKIN 1.8 ESE, FL US","2007-10-08",,,,,,,,"0.05","0.0",,,,,
"US1FLHB0044","RUSKIN 1.8 ESE, FL US","2007-10-09",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0044","RUSKIN 1.8 ESE, FL US","2007-10-10",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0044","RUSKIN 1.8 ESE, FL US","2007-10-11",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0044","RUSKIN 1.8 ESE, FL US","2007-10-12",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0044","RUSKIN 1.8 ESE, FL US","2007-10-13",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0044","RUSKIN 1.8 ESE, FL US","2007-10-14",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0044","RUSKIN 1.8 ESE, FL US","2007-10-15",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0044","RUSKIN 1.8 ESE, FL US","2007-10-16",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0044","RUSKIN 1.8 ESE, FL US","2007-10-17",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0044","RUSKIN 1.8 ESE, FL US","2007-10-18",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0044","RUSKIN 1.8 ESE, FL US","2007-10-19",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0044","RUSKIN 1.8 ESE, FL US","2007-10-20",,,,,,,,"0.23","0.0",,,,,
"US1FLHB0044","RUSKIN 1.8 ESE, FL US","2007-10-21",,,,,,,,"0.03","0.0",,,,,
"US1FLHB0044","RUSKIN 1.8 ESE, FL US","2007-10-22",,,,,,,,"0.01","0.0",,,,,
"US1FLHB0044","RUSKIN 1.8 ESE, FL US","2007-10-23",,,,,,,,"0.06","0.0",,,,,
"US1FLHB0044","RUSKIN 1.8 ESE, FL US","2007-10-24",,,,,,,,"0.08","0.0",,,,,
"US1FLHB0044","RUSKIN 1.8 ESE, FL US","2007-10-25",,,,,,,,"1.16","0.0",,,,,
"US1FLHB0044","RUSKIN 1.8 ESE, FL US","2007-10-26",,,,,,,,"0.01","0.0",,,,,
"US1FLHB0044","RUSKIN 1.8 ESE, FL US","2007-10-27",,,,,,,,"0.22","0.0",,,,,
"US1FLHB0044","RUSKIN 1.8 ESE, FL US","2007-10-28",,,,,,,,"0.08","0.0",,,,,
"US1FLHB0044","RUSKIN 1.8 ESE, FL US","2007-10-29",,,,,,,,"0.01","0.0",,,,,
"US1FLHB0044","RUSKIN 1.8 ESE, FL US","2007-10-30",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0044","RUSKIN 1.8 ESE, FL US","2007-10-31",,,,,,,,"0.13","0.0",,,,,
"US1FLHB0044","RUSKIN 1.8 ESE, FL US","2007-11-01",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0044","RUSKIN 1.8 ESE, FL US","2007-11-02",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0044","RUSKIN 1.8 ESE, FL US","2007-11-03",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0044","RUSKIN 1.8 ESE, FL US","2007-11-04",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0044","RUSKIN 1.8 ESE, FL US","2007-11-05",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0044","RUSKIN 1.8 ESE, FL US","2007-11-06",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0044","RUSKIN 1.8 ESE, FL US","2007-11-07",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0044","RUSKIN 1.8 ESE, FL US","2007-11-08",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0044","RUSKIN 1.8 ESE, FL US","2007-11-09",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0044","RUSKIN 1.8 ESE, FL US","2007-11-10",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0044","RUSKIN 1.8 ESE, FL US","2007-11-11",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0044","RUSKIN 1.8 ESE, FL US","2007-11-12",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0044","RUSKIN 1.8 ESE, FL US","2007-11-13",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0044","RUSKIN 1.8 ESE, FL US","2007-11-14",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0044","RUSKIN 1.8 ESE, FL US","2007-11-15",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0044","RUSKIN 1.8 ESE, FL US","2007-11-16",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0044","RUSKIN 1.8 ESE, FL US","2007-11-17",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0044","RUSKIN 1.8 ESE, FL US","2007-11-18",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0044","RUSKIN 1.8 ESE, FL US","2007-11-19",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0044","RUSKIN 1.8 ESE, FL US","2007-11-20",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0044","RUSKIN 1.8 ESE, FL US","2007-11-21",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0044","RUSKIN 1.8 ESE, FL US","2007-11-22",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0044","RUSKIN 1.8 ESE, FL US","2007-11-23",,,,,,,,"0.04","0.0",,,,,
"US1FLHB0044","RUSKIN 1.8 ESE, FL US","2007-11-24",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0044","RUSKIN 1.8 ESE, FL US","2007-11-25",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0043","BRANDON 2.7 N, FL US","2007-10-12",,,,,,,,"0.03","0.0",,,,,
"US1FLHB0043","BRANDON 2.7 N, FL US","2007-10-13",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0043","BRANDON 2.7 N, FL US","2007-10-14",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0043","BRANDON 2.7 N, FL US","2007-10-15",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0043","BRANDON 2.7 N, FL US","2007-10-16",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0043","BRANDON 2.7 N, FL US","2007-10-17",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0043","BRANDON 2.7 N, FL US","2007-10-18",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0043","BRANDON 2.7 N, FL US","2007-10-19",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0043","BRANDON 2.7 N, FL US","2007-10-20",,,,,,,,"0.88","0.0",,,,,
"US1FLHB0043","BRANDON 2.7 N, FL US","2007-10-21",,,,,,,,"0.02","0.0",,,,,
"US1FLHB0043","BRANDON 2.7 N, FL US","2007-10-22",,,,,,,,"0.68","0.0",,,,,
"US1FLHB0043","BRANDON 2.7 N, FL US","2007-10-23",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0043","BRANDON 2.7 N, FL US","2007-10-24",,,,,,,,"0.05","0.0",,,,,
"US1FLHB0043","BRANDON 2.7 N, FL US","2007-10-25",,,,,,,,"1.12","0.0",,,,,
"US1FLHB0043","BRANDON 2.7 N, FL US","2007-10-26",,,,,,,,"0.12","0.0",,,,,
"US1FLHB0043","BRANDON 2.7 N, FL US","2007-10-27",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0043","BRANDON 2.7 N, FL US","2007-10-28",,,,,,,,"0.03","0.0",,,,,
"US1FLHB0043","BRANDON 2.7 N, FL US","2007-10-29",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0043","BRANDON 2.7 N, FL US","2007-11-01",,"    3",,,"0.12",,,,,,,,,
"US1FLHB0043","BRANDON 2.7 N, FL US","2007-11-03",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0043","BRANDON 2.7 N, FL US","2007-11-04",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0043","BRANDON 2.7 N, FL US","2007-11-05",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0043","BRANDON 2.7 N, FL US","2007-11-06",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0043","BRANDON 2.7 N, FL US","2007-11-07",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0043","BRANDON 2.7 N, FL US","2007-11-08",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0043","BRANDON 2.7 N, FL US","2007-11-09",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0043","BRANDON 2.7 N, FL US","2007-11-10",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0043","BRANDON 2.7 N, FL US","2007-11-11",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0043","BRANDON 2.7 N, FL US","2007-11-12",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0043","BRANDON 2.7 N, FL US","2007-11-14",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0043","BRANDON 2.7 N, FL US","2007-11-15",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0043","BRANDON 2.7 N, FL US","2007-11-16",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0043","BRANDON 2.7 N, FL US","2007-11-17",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0043","BRANDON 2.7 N, FL US","2007-11-18",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0043","BRANDON 2.7 N, FL US","2007-11-19",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0043","BRANDON 2.7 N, FL US","2007-11-20",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0043","BRANDON 2.7 N, FL US","2007-11-21",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0043","BRANDON 2.7 N, FL US","2007-11-22",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0043","BRANDON 2.7 N, FL US","2007-11-23",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0043","BRANDON 2.7 N, FL US","2007-11-24",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0046","APOLLO BEACH 3.0 ENE, FL US","2007-11-24",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0046","APOLLO BEACH 3.0 ENE, FL US","2007-11-25",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0045","PLANT CITY 1.9 SSW, FL US","2007-10-13",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0045","PLANT CITY 1.9 SSW, FL US","2007-10-15",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0045","PLANT CITY 1.9 SSW, FL US","2007-10-16",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0045","PLANT CITY 1.9 SSW, FL US","2007-10-17",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0045","PLANT CITY 1.9 SSW, FL US","2007-10-18",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0045","PLANT CITY 1.9 SSW, FL US","2007-10-19",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0045","PLANT CITY 1.9 SSW, FL US","2007-10-20",,,,,,,,"1.23","0.0",,,,,
"US1FLHB0045","PLANT CITY 1.9 SSW, FL US","2007-10-21",,,,,,,,"0.04","0.0",,,,,
"US1FLHB0045","PLANT CITY 1.9 SSW, FL US","2007-10-22",,,,,,,,"0.18","0.0",,,,,
"US1FLHB0045","PLANT CITY 1.9 SSW, FL US","2007-10-23",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0045","PLANT CITY 1.9 SSW, FL US","2007-10-24",,,,,,,,"0.04","0.0",,,,,
"US1FLHB0045","PLANT CITY 1.9 SSW, FL US","2007-10-25",,,,,,,,"0.45","0.0",,,,,
"US1FLHB0045","PLANT CITY 1.9 SSW, FL US","2007-10-26",,,,,,,,"0.19","0.0",,,,,
"US1FLHB0045","PLANT CITY 1.9 SSW, FL US","2007-10-27",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0045","PLANT CITY 1.9 SSW, FL US","2007-10-28",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0045","PLANT CITY 1.9 SSW, FL US","2007-10-30",,,,,,,,"0.25","0.0",,,,,
"US1FLHB0045","PLANT CITY 1.9 SSW, FL US","2007-10-31",,,,,,,,"0.07","0.0",,,,,
"US1FLHB0045","PLANT CITY 1.9 SSW, FL US","2007-11-01",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0045","PLANT CITY 1.9 SSW, FL US","2007-11-05",,"    4",,,"0.00",,,,,,,,,
"US1FLHB0045","PLANT CITY 1.9 SSW, FL US","2007-11-07",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0045","PLANT CITY 1.9 SSW, FL US","2007-11-08",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0045","PLANT CITY 1.9 SSW, FL US","2007-11-09",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0045","PLANT CITY 1.9 SSW, FL US","2007-11-10",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0045","PLANT CITY 1.9 SSW, FL US","2007-11-11",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0045","PLANT CITY 1.9 SSW, FL US","2007-11-12",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0045","PLANT CITY 1.9 SSW, FL US","2007-11-13",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0045","PLANT CITY 1.9 SSW, FL US","2007-11-14",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0045","PLANT CITY 1.9 SSW, FL US","2007-11-15",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0045","PLANT CITY 1.9 SSW, FL US","2007-11-16",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0045","PLANT CITY 1.9 SSW, FL US","2007-11-17",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0045","PLANT CITY 1.9 SSW, FL US","2007-11-18",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0045","PLANT CITY 1.9 SSW, FL US","2007-11-19",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0045","PLANT CITY 1.9 SSW, FL US","2007-11-21",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0045","PLANT CITY 1.9 SSW, FL US","2007-11-22",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0045","PLANT CITY 1.9 SSW, FL US","2007-11-23",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0045","PLANT CITY 1.9 SSW, FL US","2007-11-24",,,,,,,,"0.00","0.0",,,,,
"US1FLHB0045","PLANT CITY 1.9 SSW, FL US","2007-11-25",,,,,,,,"0.00","0.0",,,,,
