"STATION","NAME","DATE","TAVG","TMAX","TMIN","TOBS"
"US1OKCV0012","NORMAN 3.1 WNW, OK US","2007-11-05",,,,
"US1OKCV0012","NORMAN 3.1 WNW, OK US","2007-11-06",,,,
"US1OKCV0012","NORMAN 3.1 WNW, OK US","2007-11-07",,,,
"US1OKCV0012","NORMAN 3.1 WNW, OK US","2007-11-08",,,,
"US1OKCV0012","NORMAN 3.1 WNW, OK US","2007-11-09",,,,
"US1OKCV0012","NORMAN 3.1 WNW, OK US","2007-11-10",,,,
"US1OKCV0012","NORMAN 3.1 WNW, OK US","2007-11-11",,,,
"US1OKCV0012","NORMAN 3.1 WNW, OK US","2007-11-12",,,,
"US1OKCV0012","NORMAN 3.1 WNW, OK US","2007-11-13",,,,
"US1OKCV0012","NORMAN 3.1 WNW, OK US","2007-11-14",,,,
"US1OKCV0012","NORMAN 3.1 WNW, OK US","2007-11-15",,,,
"US1OKCV0012","NORMAN 3.1 WNW, OK US","2007-11-16",,,,
"US1OKCV0012","NORMAN 3.1 WNW, OK US","2007-11-17",,,,
"US1OKCV0012","NORMAN 3.1 WNW, OK US","2007-11-18",,,,
"US1OKCV0012","NORMAN 3.1 WNW, OK US","2007-11-19",,,,
"US1OKCV0012","NORMAN 3.1 WNW, OK US","2007-11-20",,,,
"US1OKCV0012","NORMAN 3.1 WNW, OK US","2007-11-21",,,,
"US1OKCV0012","NORMAN 3.1 WNW, OK US","2007-11-22",,,,
"US1OKCV0012","NORMAN 3.1 WNW, OK US","2007-11-23",,,,
"US1OKCV0012","NORMAN 3.1 WNW, OK US","2007-11-24",,,,
"US1OKCV0012","NORMAN 3.1 WNW, OK US","2007-11-25",,,,
"USC00348479","STELLA, OK US","2007-08-15",,,,
"USC00348479","STELLA, OK US","2007-08-16",,,,
"USC00348479","STELLA, OK US","2007-08-17",,,,
"USC00348479","STELLA, OK US","2007-08-18",,,,
"USC00348479","STELLA, OK US","2007-08-19",,,,
"USC00348479","STELLA, OK US","2007-08-20",,,,
"USC00348479","STELLA, OK US","2007-08-21",,,,
"USC00348479","STELLA, OK US","2007-08-22",,,,
"USC00348479","STELLA, OK US","2007-08-23",,,,
"USC00348479","STELLA, OK US","2007-08-24",,,,
"USC00348479","STELLA, OK US","2007-08-25",,,,
"USC00348479","STELLA, OK US","2007-08-26",,,,
"USC00348479","STELLA, OK US","2007-08-27",,,,
"USC00348479","STELLA, OK US","2007-08-28",,,,
"USC00348479","STELLA, OK US","2007-08-29",,,,
"USC00348479","STELLA, OK US","2007-08-30",,,,
"USC00348479","STELLA, OK US","2007-08-31",,,,
"USC00348479","STELLA, OK US","2007-09-01",,,,
"USC00348479","STELLA, OK US","2007-09-02",,,,
"USC00348479","STELLA, OK US","2007-09-03",,,,
"USC00348479","STELLA, OK US","2007-09-04",,,,
"USC00348479","STELLA, OK US","2007-09-05",,,,
"USC00348479","STELLA, OK US","2007-09-06",,,,
"USC00348479","STELLA, OK US","2007-09-07",,,,
"USC00348479","STELLA, OK US","2007-09-08",,,,
"USC00348479","STELLA, OK US","2007-09-09",,,,
"USC00348479","STELLA, OK US","2007-09-10",,,,
"USC00348479","STELLA, OK US","2007-09-11",,,,
"USC00348479","STELLA, OK US","2007-09-12",,,,
"USC00348479","STELLA, OK US","2007-09-13",,,,
"USC00348479","STELLA, OK US","2007-09-14",,,,
"USC00348479","STELLA, OK US","2007-09-15",,,,
"USC00348479","STELLA, OK US","2007-09-16",,,,
"USC00348479","STELLA, OK US","2007-09-17",,,,
"USC00348479","STELLA, OK US","2007-09-18",,,,
"USC00348479","STELLA, OK US","2007-09-19",,,,
"USC00348479","STELLA, OK US","2007-09-20",,,,
"USC00348479","STELLA, OK US","2007-09-21",,,,
"USC00348479","STELLA, OK US","2007-09-22",,,,
"USC00348479","STELLA, OK US","2007-09-23",,,,
"USC00348479","STELLA, OK US","2007-09-24",,,,
"USC00348479","STELLA, OK US","2007-09-25",,,,
"USC00348479","STELLA, OK US","2007-09-26",,,,
"USC00348479","STELLA, OK US","2007-09-27",,,,
"USC00348479","STELLA, OK US","2007-09-28",,,,
"USC00348479","STELLA, OK US","2007-09-29",,,,
"USC00348479","STELLA, OK US","2007-09-30",,,,
"USC00348479","STELLA, OK US","2007-10-01",,,,
"USC00348479","STELLA, OK US","2007-10-02",,,,
"USC00348479","STELLA, OK US","2007-10-03",,,,
"USC00348479","STELLA, OK US","2007-10-04",,,,
"USC00348479","STELLA, OK US","2007-10-05",,,,
"USC00348479","STELLA, OK US","2007-10-06",,,,
"USC00348479","STELLA, OK US","2007-10-07",,,,
"USC00348479","STELLA, OK US","2007-10-08",,,,
"USC00348479","STELLA, OK US","2007-10-09",,,,
"USC00348479","STELLA, OK US","2007-10-10",,,,
"USC00348479","STELLA, OK US","2007-10-11",,,,
"USC00348479","STELLA, OK US","2007-10-12",,,,
"USC00348479","STELLA, OK US","2007-10-13",,,,
"USC00348479","STELLA, OK US","2007-10-14",,,,
"USC00348479","STELLA, OK US","2007-10-15",,,,
"USC00348479","STELLA, OK US","2007-10-16",,,,
"USC00348479","STELLA, OK US","2007-10-17",,,,
"USC00348479","STELLA, OK US","2007-10-18",,,,
"USC00348479","STELLA, OK US","2007-10-19",,,,
"USC00348479","STELLA, OK US","2007-10-20",,,,
"USC00348479","STELLA, OK US","2007-10-21",,,,
"USC00348479","STELLA, OK US","2007-10-22",,,,
"USC00348479","STELLA, OK US","2007-10-23",,,,
"USC00348479","STELLA, OK US","2007-10-24",,,,
"USC00348479","STELLA, OK US","2007-10-25",,,,
"USC00348479","STELLA, OK US","2007-10-26",,,,
"USC00348479","STELLA, OK US","2007-10-27",,,,
"USC00348479","STELLA, OK US","2007-10-28",,,,
"USC00348479","STELLA, OK US","2007-10-29",,,,
"USC00348479","STELLA, OK US","2007-10-30",,,,
"USC00348479","STELLA, OK US","2007-10-31",,,,
"USC00348479","STELLA, OK US","2007-11-01",,,,
"USC00348479","STELLA, OK US","2007-11-02",,,,
"USC00348479","STELLA, OK US","2007-11-03",,,,
"USC00348479","STELLA, OK US","2007-11-04",,,,
"USC00348479","STELLA, OK US","2007-11-05",,,,
"USC00348479","STELLA, OK US","2007-11-06",,,,
"USC00348479","STELLA, OK US","2007-11-07",,,,
"USC00348479","STELLA, OK US","2007-11-08",,,,
"USC00348479","STELLA, OK US","2007-11-09",,,,
"USC00348479","STELLA, OK US","2007-11-10",,,,
"USC00348479","STELLA, OK US","2007-11-11",,,,
"USC00348479","STELLA, OK US","2007-11-12",,,,
"USC00348479","STELLA, OK US","2007-11-13",,,,
"USC00348479","STELLA, OK US","2007-11-14",,,,
"USC00348479","STELLA, OK US","2007-11-15",,,,
"USC00348479","STELLA, OK US","2007-11-16",,,,
"USC00348479","STELLA, OK US","2007-11-17",,,,
"USC00348479","STELLA, OK US","2007-11-18",,,,
"USC00348479","STELLA, OK US","2007-11-19",,,,
"USC00348479","STELLA, OK US","2007-11-20",,,,
"USC00348479","STELLA, OK US","2007-11-21",,,,
"USC00348479","STELLA, OK US","2007-11-22",,,,
"USC00348479","STELLA, OK US","2007-11-23",,,,
"USC00348479","STELLA, OK US","2007-11-24",,,,
"USC00348479","STELLA, OK US","2007-11-25",,,,
"USC00340830","BLANCHARD 2 SSW, OK US","2007-08-15",,"101","74","74"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-08-16",,"99","73","75"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-08-17",,"97","73","73"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-08-18",,"92","71","73"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-08-19",,"84","71","72"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-08-20",,"85","71","76"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-08-21",,"92","73","75"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-08-22",,"90","73","73"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-08-23",,"91","73","75"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-08-24",,"88","74","75"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-08-25",,"91","74","74"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-08-26",,"86","70","70"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-08-27",,"92","70","70"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-08-28",,"93","70","71"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-08-29",,"92","71","71"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-08-30",,"94","71","71"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-08-31",,"89","69","70"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-09-01",,"87","63","63"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-09-02",,"89","61","61"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-09-03",,"88","61","63"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-09-04",,"89","63","68"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-09-05",,"82","68","70"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-09-06",,"82","70","73"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-09-07",,"92","73","76"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-09-08",,"80","73","73"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-09-09",,"82","72","72"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-09-10",,"84","71","71"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-09-11",,"82","55","55"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-09-12",,"77","51","51"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-09-13",,"79","51","61"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-09-14",,"84","61","62"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-09-15",,"81","54","55"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-09-16",,"83","55","65"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-09-17",,"90","65","66"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-09-18",,"88","66","69"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-09-19",,"89","68","69"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-09-20",,"85","67","67"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-09-21",,"91","66","68"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-09-22",,"89","62","62"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-09-23",,"88","61","61"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-09-24",,"88","61","61"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-09-25",,"85","61","71"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-09-26",,"83","65","65"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-09-27",,"82","64","65"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-09-28",,"82","62","62"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-09-29",,"84","62","66"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-09-30",,"83","64","66"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-10-01",,"88","59","60"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-10-02",,"86","60","72"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-10-03",,"92","61","62"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-10-04",,"85","60","61"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-10-05",,"87","61","67"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-10-06",,"82","67","69"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-10-07",,"88","69","70"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-10-08",,"86","69","71"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-10-09",,"76","54","54"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-10-10",,"86","50","50"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-10-11",,"81","50","54"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-10-12",,"79","54","57"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-10-13",,"82","57","63"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-10-14",,"84","61","65"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-10-15",,"79","55","55"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-10-16",,"76","50","50"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-10-17",,"70","50","64"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-10-18",,"84","52","54"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-10-19",,"74","45","46"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-10-20",,"76","46","54"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-10-21",,"86","53","64"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-10-22",,"82","46","46"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-10-23",,"50","41","41"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-10-24",,"66","40","54"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-10-25",,"66","38","38"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-10-26",,"62","35","36"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-10-27",,"66","35","40"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-10-28",,"66","40","42"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-10-29",,"72","42","44"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-10-30",,"72","44","48"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-10-31",,"75","47","55"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-11-01",,"69","43","43"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-11-02",,"65","41","52"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-11-03",,"70","45","45"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-11-04",,"70","42","42"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-11-05",,"80","42","46"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-11-06",,"72","37","37"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-11-07",,"55","31","34"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-11-08",,"63","34","42"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-11-09",,"74","38","54"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-11-10",,"74","48","55"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-11-11",,"80","55","65"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-11-12",,"77","58","68"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-11-13",,"82","46","46"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-11-14",,"75","45","58"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-11-15",,"66","35","35"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-11-16",,"56","35","42"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-11-17",,"70","41","51"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-11-18",,"78","42","51"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-11-19",,"72","51","57"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-11-20",,"76","57","62"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-11-21",,"82","43","43"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-11-22",,"44","27","27"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-11-23",,"41","21","21"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-11-24",,"43","21","23"
"USC00340830","BLANCHARD 2 SSW, OK US","2007-11-25",,"39","33","35"
"USC00343821","GUTHRIE, OK US","2007-08-15",,"102","72","72"
"USC00343821","GUTHRIE, OK US","2007-08-16",,"100","72","78"
"USC00343821","GUTHRIE, OK US","2007-08-17",,"98","73","74"
"USC00343821","GUTHRIE, OK US","2007-08-18",,"92","74","76"
"USC00343821","GUTHRIE, OK US","2007-08-19",,"87","73","73"
"USC00343821","GUTHRIE, OK US","2007-08-20",,"90","72","78"
"USC00343821","GUTHRIE, OK US","2007-08-21",,"92","76","76"
"USC00343821","GUTHRIE, OK US","2007-08-22",,"90","75","76"
"USC00343821","GUTHRIE, OK US","2007-08-23",,"90","76","78"
"USC00343821","GUTHRIE, OK US","2007-08-24",,"90","75","75"
"USC00343821","GUTHRIE, OK US","2007-08-25",,"86","72","72"
"USC00343821","GUTHRIE, OK US","2007-08-26",,"87","72","72"
"USC00343821","GUTHRIE, OK US","2007-08-27",,"92","72","75"
"USC00343821","GUTHRIE, OK US","2007-08-28",,"92","74","74"
"USC00343821","GUTHRIE, OK US","2007-08-29",,"92","72","72"
"USC00343821","GUTHRIE, OK US","2007-08-30",,"93","69","69"
"USC00343821","GUTHRIE, OK US","2007-08-31",,"86","64","64"
"USC00343821","GUTHRIE, OK US","2007-09-01",,"85","60","60"
"USC00343821","GUTHRIE, OK US","2007-09-02",,"87","57","58"
"USC00343821","GUTHRIE, OK US","2007-09-03",,"88","58","60"
"USC00343821","GUTHRIE, OK US","2007-09-04",,"89","60","67"
"USC00343821","GUTHRIE, OK US","2007-09-05",,"82","67","70"
"USC00343821","GUTHRIE, OK US","2007-09-06",,"83","70","74"
"USC00343821","GUTHRIE, OK US","2007-09-07",,"90","74","78"
"USC00343821","GUTHRIE, OK US","2007-09-08",,"87","71","71"
"USC00343821","GUTHRIE, OK US","2007-09-09",,"85","71","72"
"USC00343821","GUTHRIE, OK US","2007-09-10",,"83","69","69"
"USC00343821","GUTHRIE, OK US","2007-09-11",,"80","53","53"
"USC00343821","GUTHRIE, OK US","2007-09-12",,"76","49","50"
"USC00343821","GUTHRIE, OK US","2007-09-13",,"79","49","58"
"USC00343821","GUTHRIE, OK US","2007-09-14",,"83","58","65"
"USC00343821","GUTHRIE, OK US","2007-09-15",,"70","51","53"
"USC00343821","GUTHRIE, OK US","2007-09-16",,"74","53","67"
"USC00343821","GUTHRIE, OK US","2007-09-17",,"90","67","70"
"USC00343821","GUTHRIE, OK US","2007-09-18",,"88","70","73"
"USC00343821","GUTHRIE, OK US","2007-09-19",,"87","70","70"
"USC00343821","GUTHRIE, OK US","2007-09-20",,"88","70","70"
"USC00343821","GUTHRIE, OK US","2007-09-21",,"88","69","69"
"USC00343821","GUTHRIE, OK US","2007-09-22",,"91","67","68"
"USC00343821","GUTHRIE, OK US","2007-09-23",,"90","64","64"
"USC00343821","GUTHRIE, OK US","2007-09-24",,"86","64","69"
"USC00343821","GUTHRIE, OK US","2007-09-25",,"87","69","74"
"USC00343821","GUTHRIE, OK US","2007-09-26",,"75","62","62"
"USC00343821","GUTHRIE, OK US","2007-09-27",,"75","62","67"
"USC00343821","GUTHRIE, OK US","2007-09-28",,"84","64","64"
"USC00343821","GUTHRIE, OK US","2007-09-29",,"85","64","65"
"USC00343821","GUTHRIE, OK US","2007-09-30",,"85","65","70"
"USC00343821","GUTHRIE, OK US","2007-10-01",,"88","56","56"
"USC00343821","GUTHRIE, OK US","2007-10-02",,"85","55","74"
"USC00343821","GUTHRIE, OK US","2007-10-03",,"91","58","58"
"USC00343821","GUTHRIE, OK US","2007-10-04",,"84","56","70"
"USC00343821","GUTHRIE, OK US","2007-10-05",,"88","70","71"
"USC00343821","GUTHRIE, OK US","2007-10-06",,"89","71","72"
"USC00343821","GUTHRIE, OK US","2007-10-07",,"84","72","73"
"USC00343821","GUTHRIE, OK US","2007-10-08",,"86","60","60"
"USC00343821","GUTHRIE, OK US","2007-10-09",,"74","46","46"
"USC00343821","GUTHRIE, OK US","2007-10-10",,"80","45","48"
"USC00343821","GUTHRIE, OK US","2007-10-11",,"82","47","53"
"USC00343821","GUTHRIE, OK US","2007-10-12",,"77","53","54"
"USC00343821","GUTHRIE, OK US","2007-10-13",,"82","54","65"
"USC00343821","GUTHRIE, OK US","2007-10-14",,"85","63","63"
"USC00343821","GUTHRIE, OK US","2007-10-15",,"81","53","53"
"USC00343821","GUTHRIE, OK US","2007-10-16",,"67","46","49"
"USC00343821","GUTHRIE, OK US","2007-10-17",,"75","48","68"
"USC00343821","GUTHRIE, OK US","2007-10-18",,"78","54","54"
"USC00343821","GUTHRIE, OK US","2007-10-19",,"73","42","44"
"USC00343821","GUTHRIE, OK US","2007-10-20",,"76","44","60"
"USC00343821","GUTHRIE, OK US","2007-10-21",,"85","59","68"
"USC00343821","GUTHRIE, OK US","2007-10-22",,"79","47","47"
"USC00343821","GUTHRIE, OK US","2007-10-23",,"50","35","35"
"USC00343821","GUTHRIE, OK US","2007-10-24",,"65","35","53"
"USC00343821","GUTHRIE, OK US","2007-10-25",,"65","34","34"
"USC00343821","GUTHRIE, OK US","2007-10-26",,"62","31","32"
"USC00343821","GUTHRIE, OK US","2007-10-27",,"64","32","37"
"USC00343821","GUTHRIE, OK US","2007-10-28",,"65","35","38"
"USC00343821","GUTHRIE, OK US","2007-10-29",,"68","37","50"
"USC00343821","GUTHRIE, OK US","2007-10-30",,"73","50","51"
"USC00343821","GUTHRIE, OK US","2007-10-31",,"73","51","56"
"USC00343821","GUTHRIE, OK US","2007-11-01",,"66","34","34"
"USC00343821","GUTHRIE, OK US","2007-11-02",,"62","33","53"
"USC00343821","GUTHRIE, OK US","2007-11-03",,"70","36","36"
"USC00343821","GUTHRIE, OK US","2007-11-04",,"67","36","44"
"USC00343821","GUTHRIE, OK US","2007-11-05",,"80","44","55"
"USC00343821","GUTHRIE, OK US","2007-11-06",,"70","30","30"
"USC00343821","GUTHRIE, OK US","2007-11-07",,"54","29","37"
"USC00343821","GUTHRIE, OK US","2007-11-08",,"63","37","42"
"USC00343821","GUTHRIE, OK US","2007-11-09",,"76","42","42"
"USC00343821","GUTHRIE, OK US","2007-11-10",,"76","42","55"
"USC00343821","GUTHRIE, OK US","2007-11-11",,"78","55","65"
"USC00343821","GUTHRIE, OK US","2007-11-12",,"77","65","66"
"USC00343821","GUTHRIE, OK US","2007-11-13",,"81","42","42"
"USC00343821","GUTHRIE, OK US","2007-11-14",,"76","42","56"
"USC00343821","GUTHRIE, OK US","2007-11-15",,"64","26","26"
"USC00343821","GUTHRIE, OK US","2007-11-16",,"55","26","44"
"USC00343821","GUTHRIE, OK US","2007-11-17",,"68","44","44"
"USC00343821","GUTHRIE, OK US","2007-11-18",,"78","41","41"
"USC00343821","GUTHRIE, OK US","2007-11-19",,"77","40","58"
"USC00343821","GUTHRIE, OK US","2007-11-20",,"74","58","63"
"USC00343821","GUTHRIE, OK US","2007-11-21",,"81","40","40"
"USC00343821","GUTHRIE, OK US","2007-11-22",,"41","22","22"
"USC00343821","GUTHRIE, OK US","2007-11-23",,"39","18","18"
"USC00343821","GUTHRIE, OK US","2007-11-24",,"42","18","35"
"USC00343821","GUTHRIE, OK US","2007-11-25",,"44","28","36"
"US1OKCV0010","HALL PARK 2.7 S, OK US","2007-08-15",,,,
"US1OKCV0010","HALL PARK 2.7 S, OK US","2007-08-16",,,,
"US1OKCV0010","HALL PARK 2.7 S, OK US","2007-08-17",,,,
"US1OKCV0010","HALL PARK 2.7 S, OK US","2007-08-18",,,,
"US1OKCV0010","HALL PARK 2.7 S, OK US","2007-08-19",,,,
"US1OKCV0010","HALL PARK 2.7 S, OK US","2007-08-20",,,,
"US1OKCV0010","HALL PARK 2.7 S, OK US","2007-08-21",,,,
"US1OKCV0010","HALL PARK 2.7 S, OK US","2007-08-22",,,,
"US1OKCV0010","HALL PARK 2.7 S, OK US","2007-08-23",,,,
"US1OKCV0010","HALL PARK 2.7 S, OK US","2007-08-24",,,,
"US1OKCV0010","HALL PARK 2.7 S, OK US","2007-08-25",,,,
"US1OKCV0010","HALL PARK 2.7 S, OK US","2007-08-26",,,,
"US1OKCV0010","HALL PARK 2.7 S, OK US","2007-08-27",,,,
"US1OKCV0010","HALL PARK 2.7 S, OK US","2007-08-28",,,,
"US1OKCV0010","HALL PARK 2.7 S, OK US","2007-08-29",,,,
"US1OKCV0010","HALL PARK 2.7 S, OK US","2007-08-30",,,,
"US1OKCV0010","HALL PARK 2.7 S, OK US","2007-08-31",,,,
"US1OKCV0010","HALL PARK 2.7 S, OK US","2007-09-01",,,,
"US1OKCV0010","HALL PARK 2.7 S, OK US","2007-09-02",,,,
"US1OKCV0010","HALL PARK 2.7 S, OK US","2007-09-03",,,,
"US1OKCV0010","HALL PARK 2.7 S, OK US","2007-09-04",,,,
"US1OKCV0010","HALL PARK 2.7 S, OK US","2007-09-05",,,,
"US1OKCV0010","HALL PARK 2.7 S, OK US","2007-09-06",,,,
"US1OKCV0010","HALL PARK 2.7 S, OK US","2007-09-07",,,,
"US1OKCV0010","HALL PARK 2.7 S, OK US","2007-09-08",,,,
"US1OKCV0010","HALL PARK 2.7 S, OK US","2007-09-09",,,,
"US1OKCV0010","HALL PARK 2.7 S, OK US","2007-09-10",,,,
"US1OKCV0010","HALL PARK 2.7 S, OK US","2007-09-11",,,,
"US1OKCV0010","HALL PARK 2.7 S, OK US","2007-09-12",,,,
"US1OKCV0010","HALL PARK 2.7 S, OK US","2007-09-13",,,,
"US1OKCV0010","HALL PARK 2.7 S, OK US","2007-09-14",,,,
"US1OKCV0010","HALL PARK 2.7 S, OK US","2007-09-15",,,,
"US1OKCV0010","HALL PARK 2.7 S, OK US","2007-09-16",,,,
"US1OKCV0010","HALL PARK 2.7 S, OK US","2007-09-17",,,,
"US1OKCV0010","HALL PARK 2.7 S, OK US","2007-09-18",,,,
"US1OKCV0010","HALL PARK 2.7 S, OK US","2007-09-19",,,,
"US1OKCV0010","HALL PARK 2.7 S, OK US","2007-09-20",,,,
"US1OKCV0010","HALL PARK 2.7 S, OK US","2007-09-21",,,,
"US1OKCV0010","HALL PARK 2.7 S, OK US","2007-09-22",,,,
"US1OKCV0010","HALL PARK 2.7 S, OK US","2007-09-23",,,,
"US1OKCV0010","HALL PARK 2.7 S, OK US","2007-09-24",,,,
"US1OKCV0010","HALL PARK 2.7 S, OK US","2007-09-25",,,,
"US1OKCV0010","HALL PARK 2.7 S, OK US","2007-09-26",,,,
"US1OKCV0010","HALL PARK 2.7 S, OK US","2007-09-27",,,,
"US1OKCV0010","HALL PARK 2.7 S, OK US","2007-09-28",,,,
"US1OKCV0010","HALL PARK 2.7 S, OK US","2007-09-29",,,,
"US1OKCV0010","HALL PARK 2.7 S, OK US","2007-09-30",,,,
"US1OKCV0010","HALL PARK 2.7 S, OK US","2007-10-01",,,,
"US1OKCV0010","HALL PARK 2.7 S, OK US","2007-10-02",,,,
"US1OKCV0010","HALL PARK 2.7 S, OK US","2007-10-03",,,,
"US1OKCV0010","HALL PARK 2.7 S, OK US","2007-10-04",,,,
"US1OKCV0010","HALL PARK 2.7 S, OK US","2007-10-05",,,,
"US1OKCV0010","HALL PARK 2.7 S, OK US","2007-10-06",,,,
"US1OKCV0010","HALL PARK 2.7 S, OK US","2007-10-07",,,,
"US1OKCV0010","HALL PARK 2.7 S, OK US","2007-10-08",,,,
"US1OKCV0010","HALL PARK 2.7 S, OK US","2007-10-09",,,,
"US1OKCV0010","HALL PARK 2.7 S, OK US","2007-10-10",,,,
"US1OKCV0010","HALL PARK 2.7 S, OK US","2007-10-11",,,,
"US1OKCV0010","HALL PARK 2.7 S, OK US","2007-10-12",,,,
"US1OKCV0010","HALL PARK 2.7 S, OK US","2007-10-13",,,,
"US1OKCV0010","HALL PARK 2.7 S, OK US","2007-10-14",,,,
"US1OKCV0010","HALL PARK 2.7 S, OK US","2007-10-15",,,,
"US1OKCV0010","HALL PARK 2.7 S, OK US","2007-10-16",,,,
"US1OKCV0010","HALL PARK 2.7 S, OK US","2007-10-17",,,,
"US1OKCV0010","HALL PARK 2.7 S, OK US","2007-10-18",,,,
"US1OKCV0010","HALL PARK 2.7 S, OK US","2007-10-19",,,,
